id,title,authors,categories,published_date,publisher,description,price,currency,thumbnail,info_link
1mscvgAACAAJ,"Cold-smoking & Salt-curing Meat, Fish, & Game",A. D. Livingston,Cooking,1995,Lyons Press,"With this book, A. D. Livingston combines a lifetime of Southern culinary knowledge with his own love of authentic home smoking and curing techniques. He teaches how to prepare smoked and salted hams, fish, jerky, and game - adapting today's materials to yesterday's traditional methods. As the author writes, 'you can smoke a better fish than you can buy, and you can cure a better ham without the use of any chemicals except ordinary salt and good hardwood smoke.' This book shows you how, and includes complete instructions for: preparing salted, dried fish; preparing planked fish, or gravlax; building a modern walk-in smokehouse; constructing small-scale barbecue smokers; choosing woods and fuels for smoking; and salt-curing country ham and other meats, together with over 50 recipes such as Country Ham with Redeye Gravy, Canadian Bacon, Scandinavian Salt Fish, Venison Jerky, and many others. (5 1/2 X 8 1/4, 168 pages, diagrams)",Not Available,,http://books.google.com/books/content?id=1mscvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=1mscvgAACAAJ&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
l6ex-yW0Ds8C,Rum,Charles A. Coulombe,Cooking,2005,Citadel Press,"In this sweeping volume, Charles Coulombe explores the fascinating origins and far-reaching legacies of the drink that kept the British Navy afloat for 300 years' while establishing a colourful reputation as a mainstay of buccaneers, revolutionaries and trendsetters. From rum's role in the Boston Tea Party to its dubious distinction as the centre of the soul-crushing colonial Triangle Trade, here is the uncorked truth about the beverage that altered world history. Spiked with tantalising recipes, Rum is intriguing, informative and utterly intoxicating.'",Not Available,,http://books.google.com/books/content?id=l6ex-yW0Ds8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=l6ex-yW0Ds8C&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
9FF8Sjr479AC,Thai Street Food,David Thompson,Cooking,2010-09-21,Ten Speed Press,"Thai Street Food transports readers straight into the bustling heart of Thailand’s colorful street stalls and markets--from the predawn rounds of monks fanning out along the aisles to the made-to-order stalls ablaze in neon and jammed with hungry locals after dark. Featuring nearly 100 authentic dishes plus lavish photography accompanying every recipe, this stunning cookbook is the definitive guide to Thailand’s culinary street culture. The recipes, such as Steamed Fish with Chilli and Lime Sauce, Pork Satay, Roast Duck and Egg Noodle Soup, and Sweet Banana Roti illuminate the beguiling world of food so integral to the Thais. Scholar and chef David Thompson lives with a singular passion for Thailand’s customs, culture, and people. Although he claims “It’s all about the food,” this ambitious work shares his insights into the rhythms and nuances of Thai daily life along with a fascinating history of its richly diverse street cuisine. This cookbook is a tempting, inspiring, and authoritative account of Thai street food, the vibrant culinary mosaic rich with community.",Not Available,,http://books.google.com/books/content?id=9FF8Sjr479AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=9FF8Sjr479AC&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
gN6ySQnUnfwC,Sweet Invention,Michael Krondl,Cooking,2011,Chicago Review Press,"A social, cultural, and--above all--culinary history of dessert, Sweet Invention explores the world's great dessert traditions, from ancient India to 21st-century Indiana. Each chapter begins with author Michael Krondl tasting and analyzing an icon of dessert, such as baklava from the Middle East or macarons from France, and then combines extensive scholarship with a lively writing style to spin an ancient tale of some of the world's favorite treats and their creators. From the sweet makers of Persia who gave us the first donuts to the sugar sculptors of Renaissance Italy whose creativity gave rise to the modern-day wedding cake, this authoritative read clears up numerous misconceptions about the origins of various desserts, while elucidating their social, political, religious--and even sexual--uses through the ages.",Not Available,,http://books.google.com/books/content?id=gN6ySQnUnfwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=gN6ySQnUnfwC&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
czCb6vRIrZEC,Jerusalem,"Yotam Ottolenghi, Sami Tamimi",Cooking,2012,Random House,"""The flavours and smells of this city are our mother tongue: wild herbs picked on school trips, days in markets, the smell of the dry soil on a summer's day, goats and sheep roaming the hills, fresh pitas, chopped parsley, chopped liver, black figs, syrupy cakes, crumbly cookies.""--Back cover.",Not Available,,http://books.google.com/books/content?id=czCb6vRIrZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=czCb6vRIrZEC&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
X95O-1_x-a0C,Beer,"E. Denise Baxter, Paul S. Hughes",Cooking,2001,Royal Society of Chemistry,"Presenting a timely overview of the quality, safety and nutrition of today's beers. Written in a highly readable style, the book also looks at ingredients and processes; foam, color and clarity; flavors; and the risks associated with alcoholic beverages. Possible future developments are suggested and quality assurance issues are discussed. A balanced, objective view of topical consumer-related issues is also provided.",Not Available,,http://books.google.com/books/content?id=X95O-1_x-a0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=X95O-1_x-a0C&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
YwtFyQEACAAJ,The Roman Cookery Book,"Apicius, Elisabeth Alföldi-Rosenbaum",Cooking,1958,Martino Fine Books,"2012 Reprint of 1958 New York Edition. Exact facsimile of the original edition, not reproduced with Optical Recognition Software. This is an English translation of the oldest known cookbook in existence. The book was originally written for professional cooks working in Ancient Rome, and contains actual recipes presented in the form of a cookbook. The work is translated with the intention of providing an actual cookbook rather than as a scholarly translation of an ancient text. Illustrated. The text is organized in ten books which are arranged in a manner similar to a modern cookbook: Epimeles - The Careful Housekeeper Sarcoptes - The Meat Mincer Cepuros - The Gardener Pandecter - Many Ingredients Ospreon - Pulse Aeropetes - Birds Polyteles - The Gourmet Tetrapus - The Quadruped Thalassa - The Sea Halieus - The Fisherman",Not Available,,http://books.google.com/books/content?id=YwtFyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YwtFyQEACAAJ&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
a02sAgAAQBAJ,Pasta,"Silvano Serventi, Françoise Sabban",Cooking,2002,Columbia University Press,"Ranging from the imperial palaces of ancient China and the bakeries of fourteenth-century Genoa and Naples all the way to the restaurant kitchens of today, Pasta tells a story that will forever change the way you look at your next plate of vermicelli. Pasta has become a ubiquitous food, present in regional diets around the world and available in a host of shapes, sizes, textures, and tastes. Yet, although it has become a mass-produced commodity, it remains uniquely adaptable to innumerable recipes and individual creativity. Pasta: The Story of a Universal Food shows that this enormously popular food has resulted from of a lengthy process of cultural construction and widely diverse knowledge, skills, and techniques. Many myths are intertwined with the history of pasta, particularly the idea that Marco Polo brought pasta back from China and introduced it to Europe. That story, concocted in the early twentieth century by the trade magazine Macaroni Journal, is just one of many fictions umasked here. The true homelands of pasta have been China and Italy. Each gave rise to different but complementary culinary traditions that have spread throughout the world. From China has come pasta made with soft wheat flour, often served in broth with fresh vegetables, finely sliced meat, or chunks of fish or shellfish. Pastasciutta, the Italian style of pasta, is generally made with durum wheat semolina and presented in thick, tomato-based sauces. The history of these traditions, told here in fascinating detail, is interwoven with the legacies of expanding and contracting empires, the growth of mercantilist guilds and mass industrialization, and the rise of food as an art form. Whether you are interested in the origins of lasagna, the strange genesis of the Chinese pasta bing or the mystique of the most magnificent pasta of all, the timballo, this is the book for you. So dig in!",Not Available,,http://books.google.com/books/content?id=a02sAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=a02sAgAAQBAJ&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
WUUFJ4l3LmoC,Kitchens,Gary Alan Fine,Cooking,1996-02,Univ of California Press,"'Kitchens' takes the reader into the robust, overheated, backstage world of the contemporary restaurant. In this portrait of the real lives of kitchen workers, the author brings their experiences, challenges, and satisfactions to life.",Not Available,,http://books.google.com/books/content?id=WUUFJ4l3LmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WUUFJ4l3LmoC&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
-7BpCwAAQBAJ,Fresh India,Meera Sodha,Cooking,2016-07-07,Penguin UK,"FROM THE BESTSELLING AUTHOR OF EAST AND MADE IN INDIA ________________________________ Guardian columnist Meera Sodha reveals a whole new side of Indian food that's fresh, delicious, meat-free and quick to make at home. This is a book all about vegetables, but whether you call it a vegetarian cookbook is up to you. There are familiar and classic Indian recipes like dals, curries and pickles, alongside less familiar ones that use seasonal British ingredients. Discover everyday recipes using easy to find ingredients, delicious showstoppers and luscious puddings including: - MUSHROOM AND WALNUT SAMOSAS - OVEN-BAKED ONION BHAJIS - STICKY MANGO PANEER SKEWERS - SALTED PEANUT AND JAGGERY KULFI Use the additional contents to find First-Timer Recipes, 30-Minute Midweek Meals or Freezer and Store-Cupboard Cooking and follow the seasons with dishes that use ingredients in their prime. All vegetable-based, all flavour-full, these recipes will be loved by vegetarians and meat-eaters alike. ________________________________ 'The tastiest, liveliest, spice-infused fare this side of the Sabamarti river' Guardian 'Terrific, flaunting how rich and resourceful vegetarian cooking can be' Sunday Times",Not Available,,http://books.google.com/books/content?id=-7BpCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-7BpCwAAQBAJ&dq=subject:Cooking&hl=&as_pt=BOOKS&source=gbs_api
